"human_gene_id"	"mouse_gene_id"	"human_symbol"	"mouse_symbol"	"orthology_source"
"ENSG00000096968"	"ENSMUSG00000024789"	"JAK2"	"Jak2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000106410"	"ENSMUSG00000029736"	"NOBOX"	"Nobox"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141665"	"ENSMUSG00000034391"	"FBXO15"	"Fbxo15"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000099940"	"ENSMUSG00000022765"	"SNAP29"	"Snap29"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197353"	"ENSMUSG00000022595"	"LYPD2"	"Lypd2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000213719"	"ENSMUSG00000007041"	"CLIC1"	"Clic1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000066926"	"ENSMUSG00000024588"	"FECH"	"Fech"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000214575"	"ENSMUSG00000025586"	"CPEB1"	"Cpeb1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000196865"	"ENSMUSG00000025078"	"NHLRC2"	"Nhlrc2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000147654"	"ENSMUSG00000022339"	"EBAG9"	"Ebag9"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000275004"	"ENSMUSG00000049764"	"ZNF280B"	"Zfp280b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000133318"	"ENSMUSG00000024758"	"RTN3"	"Rtn3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000105655"	"ENSMUSG00000019139"	"ISYNA1"	"Isyna1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000099953"	"ENSMUSG00000000901"	"MMP11"	"Mmp11"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000199023"	"ENSMUSG00000065593"	"MIR339"	"Mir339"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000108010"	"ENSMUSG00000031068"	"GLRX3"	"Glrx3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000229937"	"ENSMUSG00000092305"	"PRPS1L1"	"Prps1l1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000188038"	"ENSMUSG00000044287"	"NRN1L"	"Nrn1l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000170260"	"ENSMUSG00000052763"	"ZNF212"	"Zfp212"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000012504"	"ENSMUSG00000047638"	"NR1H4"	"Nr1h4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000100065"	"ENSMUSG00000033170"	"CARD10"	"Card10"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169857"	"ENSMUSG00000003604"	"AVEN"	"Aven"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000079134"	"ENSMUSG00000024287"	"THOC1"	"Thoc1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185274"	"ENSMUSG00000034040"	"GALNT17"	"Galnt17"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166133"	"ENSMUSG00000027324"	"RPUSD2"	"Rpusd2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000146926"	"ENSMUSG00000038204"	"ASB10"	"Asb10"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000183751"	"ENSMUSG00000040688"	"TBL3"	"Tbl3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000147257"	"ENSMUSG00000055653"	"GPC3"	"Gpc3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000104327"	"ENSMUSG00000028222"	"CALB1"	"Calb1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000164129"	"ENSMUSG00000044014"	"NPY5R"	"Npy5r"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000136936"	"ENSMUSG00000028329"	"XPA"	"Xpa"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000064726"	"ENSMUSG00000025103"	"BTBD1"	"Btbd1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000221989"	"ENSMUSG00000071481"	"OR2A2"	"Or2a52"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197062"	"ENSMUSG00000022228"	"ZSCAN26"	"Zscan26"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000204300"	"ENSMUSG00000040541"	"TMEM225"	"Tmem225"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173376"	"ENSMUSG00000049001"	"NDNF"	"Ndnf"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000171067"	"ENSMUSG00000035372"	"C11orf24"	"1810055G02Rik"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000147592"	"ENSMUSG00000025937"	"LACTB2"	"Lactb2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167074"	"ENSMUSG00000022389"	"TEF"	"Tef"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000095981"	"ENSMUSG00000023387"	"KCNK16"	"Kcnk16"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000283567"	"ENSMUSG00000110221"	"C19orf85"	"Gm36210"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000154274"	"ENSMUSG00000060512"	"PGCKA1"	"Pgcka1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198917"	"ENSMUSG00000039660"	"SPOUT1"	"Spout1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000008735"	"ENSMUSG00000022619"	"MAPK8IP2"	"Mapk8ip2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000125779"	"ENSMUSG00000037514"	"PANK2"	"Pank2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000172922"	"ENSMUSG00000024925"	"RNASEH2C"	"Rnaseh2c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000154080"	"ENSMUSG00000047161"	"CHST9"	"Chst9"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000145476"	"ENSMUSG00000079057"	"CYP4V2"	"Cyp4v3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000150093"	"ENSMUSG00000025809"	"ITGB1"	"Itgb1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101445"	"ENSMUSG00000037754"	"PPP1R16B"	"Ppp1r16b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182255"	"ENSMUSG00000042604"	"KCNA4"	"Kcna4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175065"	"ENSMUSG00000001804"	"DSG4"	"Dsg4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185418"	"ENSMUSG00000030515"	"TARS3"	"Tars3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000132744"	"ENSMUSG00000024866"	"ACY3"	"Acy3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000147687"	"ENSMUSG00000050891"	"TATDN1"	"Tatdn1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141434"	"ENSMUSG00000024313"	"MEP1B"	"Mep1b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198026"	"ENSMUSG00000039834"	"ZNF335"	"Zfp335"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000106290"	"ENSMUSG00000036980"	"TAF6"	"Taf6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167065"	"ENSMUSG00000047205"	"DUSP18"	"Dusp18"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000198563"	"ENSMUSG00000019432"	"DDX39B"	"Ddx39b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000056277"	"ENSMUSG00000036916"	"ZNF280C"	"Zfp280c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178184"	"ENSMUSG00000056214"	"PARD6G"	"Pard6g"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000187051"	"ENSMUSG00000051518"	"RPS19BP1"	"Rps19bp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197046"	"ENSMUSG00000091055"	"SIGLEC15"	"Siglec15"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000172830"	"ENSMUSG00000034616"	"SSH3"	"Ssh3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101542"	"ENSMUSG00000050840"	"CDH20"	"Cdh20"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169635"	"ENSMUSG00000050240"	"HIC2"	"Hic2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000100395"	"ENSMUSG00000022394"	"L3MBTL2"	"L3mbtl2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000075336"	"ENSMUSG00000024645"	"TIMM21"	"Timm21"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000126457"	"ENSMUSG00000109324"	"PRMT1"	"Prmt1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101150"	"ENSMUSG00000000827"	"TPD52L2"	"Tpd52l2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197724"	"ENSMUSG00000038025"	"PHF2"	"Phf2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178567"	"ENSMUSG00000046785"	"EPM2AIP1"	"Epm2aip1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141664"	"ENSMUSG00000038866"	"ZCCHC2"	"Zcchc2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000262919"	"ENSMUSG00000049489"	"CCNQ"	"Ccnq"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000188906"	"ENSMUSG00000036273"	"LRRK2"	"Lrrk2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000151726"	"ENSMUSG00000018796"	"ACSL1"	"Acsl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000138315"	"ENSMUSG00000009654"	"OIT3"	"Oit3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000085265"	"ENSMUSG00000026835"	"FCN1"	"Fcnb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000103160"	"ENSMUSG00000034189"	"HSDL1"	"Hsdl1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000156709"	"ENSMUSG00000036932"	"AIFM1"	"Aifm1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000103978"	"ENSMUSG00000033808"	"TMEM87A"	"Tmem87a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178342"	"ENSMUSG00000059852"	"KCNG2"	"Kcng2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166562"	"ENSMUSG00000024516"	"SEC11C"	"Sec11c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137496"	"ENSMUSG00000070427"	"IL18BP"	"Il18bp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000107185"	"ENSMUSG00000028468"	"RGP1"	"Rgp1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185615"	"ENSMUSG00000024184"	"PDIA2"	"Pdia2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000067057"	"ENSMUSG00000021196"	"PFKP"	"Pfkp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000139651"	"ENSMUSG00000046897"	"ZNF740"	"Zfp740"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000196419"	"ENSMUSG00000022471"	"XRCC6"	"Xrcc6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000134030"	"ENSMUSG00000052928"	"CTIF"	"Ctif"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000172724"	"ENSMUSG00000071005"	"CCL19"	"Ccl19"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167978"	"ENSMUSG00000039218"	"SRRM2"	"Srrm2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000123066"	"ENSMUSG00000018076"	"MED13L"	"Med13l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166016"	"ENSMUSG00000032724"	"ABTB2"	"Abtb2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000119314"	"ENSMUSG00000028382"	"PTBP3"	"Ptbp3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000087589"	"ENSMUSG00000074570"	"CASS4"	"Cass4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000124251"	"ENSMUSG00000017720"	"TP53TG5"	"Trp53tg5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000104356"	"ENSMUSG00000022325"	"POP1"	"Pop1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149599"	"ENSMUSG00000042662"	"DUSP15"	"Dusp15"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000042429"	"ENSMUSG00000031935"	"MED17"	"Med17"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000099769"	"ENSMUSG00000046070"	"IGFALS"	"Igfals"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000129007"	"ENSMUSG00000032246"	"CALML4"	"Calml4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000179468"	"ENSMUSG00000045479"	"OR9A2"	"Or9a2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000177045"	"ENSMUSG00000040841"	"SIX5"	"Six5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000157240"	"ENSMUSG00000044674"	"FZD1"	"Fzd1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000197457"	"ENSMUSG00000027581"	"STMN3"	"Stmn3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135248"	"ENSMUSG00000039742"	"GARIN1B"	"Garin1b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000105612"	"ENSMUSG00000003812"	"DNASE2"	"Dnase2a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000138623"	"ENSMUSG00000038264"	"SEMA7A"	"Sema7a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000167522"	"ENSMUSG00000035569"	"ANKRD11"	"Ankrd11"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000182621"	"ENSMUSG00000051177"	"PLCB1"	"Plcb1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000183186"	"ENSMUSG00000045912"	"C2CD4C"	"C2cd4c"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000234465"	"ENSMUSG00000011632"	"PINLYP"	"Pinlyp"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166997"	"ENSMUSG00000036968"	"CNPY4"	"Cnpy4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000067167"	"ENSMUSG00000025935"	"TRAM1"	"Tram1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000128917"	"ENSMUSG00000027314"	"DLL4"	"Dll4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000141873"	"ENSMUSG00000046822"	"SLC39A3"	"Slc39a3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000160563"	"ENSMUSG00000026799"	"MED27"	"Med27"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000047621"	"ENSMUSG00000030347"	"FERRY3"	"D6Wsu163e"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000185088"	"ENSMUSG00000036781"	"RPS27L"	"Rps27l"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000161057"	"ENSMUSG00000028932"	"PSMC2"	"Psmc2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000142279"	"ENSMUSG00000036459"	"WTIP"	"Wtip"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000134775"	"ENSMUSG00000034295"	"FHOD3"	"Fhod3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000166797"	"ENSMUSG00000032381"	"CIAO2A"	"Ciao2a"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000105989"	"ENSMUSG00000010797"	"WNT2"	"Wnt2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000173327"	"ENSMUSG00000004054"	"MAP3K11"	"Map3k11"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000008441"	"ENSMUSG00000001911"	"NFIX"	"Nfix"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000065328"	"ENSMUSG00000026669"	"MCM10"	"Mcm10"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000178997"	"ENSMUSG00000048647"	"EXD1"	"Exd1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000137098"	"ENSMUSG00000066196"	"SPAG8"	"Spag8"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000155034"	"ENSMUSG00000066640"	"FBXL18"	"Fbxl18"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175606"	"ENSMUSG00000025940"	"TMEM70"	"Tmem70"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000174197"	"ENSMUSG00000033943"	"MGA"	"Mga"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000112486"	"ENSMUSG00000040899"	"CCR6"	"Ccr6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101425"	"ENSMUSG00000052922"	"BPI"	"Bpi"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000135249"	"ENSMUSG00000028999"	"RINT1"	"Rint1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000111961"	"ENSMUSG00000015305"	"SASH1"	"Sash1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000203499"	"ENSMUSG00000102018"	"IQANK1"	"Iqank1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000082556"	"ENSMUSG00000025905"	"OPRK1"	"Oprk1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169083"	"ENSMUSG00000046532"	"AR"	"Ar"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000127329"	"ENSMUSG00000020154"	"PTPRB"	"Ptprb"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000184156"	"ENSMUSG00000056258"	"KCNQ3"	"Kcnq3"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000183715"	"ENSMUSG00000062257"	"OPCML"	"Opcml"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101213"	"ENSMUSG00000038751"	"PTK6"	"Ptk6"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000169371"	"ENSMUSG00000055334"	"SNUPN"	"Snupn"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000106803"	"ENSMUSG00000053317"	"SEC61B"	"Sec61b"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000101349"	"ENSMUSG00000039913"	"PAK5"	"Pak5"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000176101"	"ENSMUSG00000026966"	"SSNA1"	"Ssna1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000065833"	"ENSMUSG00000032418"	"ME1"	"Me1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000121005"	"ENSMUSG00000025776"	"CRISPLD1"	"Crispld1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000204991"	"ENSMUSG00000010154"	"SPIRE2"	"Spire2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000157653"	"ENSMUSG00000058046"	"C9orf43"	"4933430I17Rik"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000124159"	"ENSMUSG00000016995"	"MATN4"	"Matn4"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000175591"	"ENSMUSG00000032860"	"P2RY2"	"P2ry2"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000105618"	"ENSMUSG00000008373"	"PRPF31"	"Prpf31"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
"ENSG00000149357"	"ENSMUSG00000030842"	"LAMTOR1"	"Lamtor1"	"Ensembl BioMart (hsapiens_gene_ensembl; ortholog_one2one; downloaded 2026-08-30)"
